Year,Month,Region,Class,Tension_Type,Indicator,Consumption_Gwh,T_avg,T_max,T_min,Hot_days,Cold_days,El_price,Event,Eff_intervention
2019,9,19,MECCANICA,3,3.19,6.11,21,26,16,25,0,52.11,0,0
2019,4,17,CHIMICA,2,11.25,6.11,15,20,10,12,1,52.24,0,0
2019,10,16,METALLI NON FERROSI,3,2.80,6.11,17,22,13,18,0,52.38,0,0
2019,6,19,MECCANICA,3,3.18,6.10,24,30,18,28,0,48.15,0,0
2019,9,17,CARTARIA,3,21.10,6.09,21,26,16,25,0,52.11,0,0
2019,2,17,METALLI NON FERROSI,3,2.79,6.09,9,14,4,0,15,59.41,0,0
2019,7,7,ALTRI,2,3.00,6.08,26,32,19,31,0,51.95,0,0
2019,11,19,MECCANICA,3,3.17,6.07,12,16,9,1,4,53.74,0,0
2019,10,17,ALTRI,3,2.04,6.06,17,22,13,18,0,52.38,0,0
2019,12,21,CARTARIA,3,21.00,6.06,9,13,5,0,14,48.58,0,0
2019,8,2,MEZZI DI TRASPORTO,3,6.36,6.05,26,31,20,31,0,46.75,0,0
2019,8,1,CARTARIA,3,20.90,6.03,26,31,20,31,0,46.75,0,0
2019,4,10,CARTARIA,2,11.35,6.01,15,20,10,12,1,52.24,0,0
2019,5,10,CARTARIA,2,11.36,6.01,14,19,10,5,2,50.68,0,0
2019,7,19,MECCANICA,3,3.14,6.01,26,32,19,31,0,51.95,0,0
2019,10,17,CEMENTO CALCE E GESSO,3,4.11,6.00,17,22,13,18,0,52.38,0,0
2019,3,19,MECCANICA,3,3.13,6.00,12,18,7,8,5,52.83,0,0
2019,10,17,METALLI NON FERROSI,3,2.73,5.97,17,22,13,18,0,52.38,0,0
2019,5,7,CEMENTO CALCE E GESSO,3,4.09,5.97,14,19,10,5,2,50.68,0,0
2019,7,1,CARTARIA,3,20.65,5.96,26,32,19,31,0,51.95,0,0
2019,9,1,ALIMENTARE,2,9.51,5.96,21,26,16,25,0,52.11,0,0
2019,2,7,CEMENTO CALCE E GESSO,3,4.08,5.95,9,14,4,0,15,59.41,0,0
2019,2,17,CHIMICA,2,10.94,5.95,9,14,4,0,15,59.41,0,0
2019,6,1,ALTRI,2,2.93,5.93,24,30,18,28,0,48.15,0,0
2019,4,19,MECCANICA,3,3.10,5.93,15,20,10,12,1,52.24,0,0
2019,7,16,CHIMICA,2,10.92,5.93,26,32,19,31,0,51.95,0,0
2019,6,2,CEMENTO CALCE E GESSO,3,4.06,5.92,24,30,18,28,0,48.15,0,0
2019,5,13,CARTARIA,3,20.48,5.91,14,19,10,5,2,50.68,0,0
2019,4,1,ALTRI,2,2.92,5.91,15,20,10,12,1,52.24,0,0
2019,10,9,MEZZI DI TRASPORTO,3,6.20,5.90,17,22,13,18,0,52.38,0,0
2019,12,1,ALTRI,3,1.99,5.90,9,13,5,0,14,48.58,0,0
2019,1,7,MEZZI DI TRASPORTO,3,6.19,5.89,6,10,2,0,22,67.65,0,0
2019,7,20,ALTRI,3,1.98,5.87,26,32,19,31,0,51.95,0,0
2019,11,16,CHIMICA,2,10.79,5.87,12,16,9,1,4,53.74,0,0
2019,12,10,MEZZI DI TRASPORTO,3,6.17,5.87,9,13,5,0,14,48.58,0,0
2019,1,1,CARTARIA,3,20.31,5.86,6,10,2,0,22,67.65,0,0
2019,1,10,CARTARIA,2,11.07,5.85,6,10,2,0,22,67.65,0,0
2019,1,17,CEMENTO CALCE E GESSO,3,4.00,5.83,6,10,2,0,22,67.65,0,0
2019,5,17,METALLI NON FERROSI,3,2.66,5.82,14,19,10,5,2,50.68,0,0
2019,8,10,MEZZI DI TRASPORTO,3,6.09,5.80,26,31,20,31,0,46.75,0,0
2019,8,21,CARTARIA,3,20.06,5.79,26,31,20,31,0,46.75,0,0
2019,3,20,ALTRI,3,1.95,5.79,12,18,7,8,5,52.83,0,0
2019,5,7,CHIMICA,2,10.63,5.78,14,19,10,5,2,50.68,0,0
2019,10,7,ALTRI,2,2.85,5.76,17,22,13,18,0,52.38,0,0
2019,12,17,MECCANICA,3,3.00,5.74,9,13,5,0,14,48.58,0,0
2019,12,17,CEMENTO CALCE E GESSO,3,3.92,5.72,9,13,5,0,14,48.58,0,0
2019,6,7,ALTRI,2,2.83,5.72,24,30,18,28,0,48.15,0,0
2019,11,17,METALLI NON FERROSI,3,2.61,5.71,12,16,9,1,4,53.74,0,0
2019,7,17,METALLI NON FERROSI,3,2.61,5.71,26,32,19,31,0,51.95,0,0
2019,9,5,ALIMENTARE,2,9.09,5.70,21,26,16,25,0,52.11,0,0
2019,6,17,CARTARIA,3,19.72,5.69,24,30,18,28,0,48.15,0,0
2019,2,10,CARTARIA,2,10.75,5.69,9,14,4,0,15,59.41,0,0
2019,4,14,CHIMICA,3,2.05,5.68,15,20,10,12,1,52.24,0,0
2019,4,21,ALTRI,3,1.91,5.68,15,20,10,12,1,52.24,0,0
2019,6,20,ALTRI,3,1.91,5.67,24,30,18,28,0,48.15,0,0
2019,12,16,CHIMICA,2,10.43,5.67,9,13,5,0,14,48.58,0,0
2019,1,9,MEZZI DI TRASPORTO,3,5.96,5.67,6,10,2,0,22,67.65,0,0
2019,1,19,CEMENTO CALCE E GESSO,3,3.88,5.66,6,10,2,0,22,67.65,0,0
2019,11,13,CARTARIA,3,19.61,5.66,12,16,9,1,4,53.74,0,0
2019,3,7,CHIMICA,2,10.41,5.66,12,18,7,8,5,52.83,0,0
2019,9,1,ALTRI,2,2.79,5.66,21,26,16,25,0,52.11,0,0
2019,8,7,METALLI NON FERROSI,3,2.59,5.66,26,31,20,31,0,46.75,0,0
2019,10,8,METALLI NON FERROSI,3,2.58,5.65,17,22,13,18,0,52.38,0,0
2019,12,17,ALTRI,3,1.90,5.64,9,13,5,0,14,48.58,0,0
2019,1,17,ALTRI,3,1.89,5.63,6,10,2,0,22,67.65,0,0
2019,7,9,MEZZI DI TRASPORTO,3,5.92,5.63,26,32,19,31,0,51.95,0,0
2019,7,17,ALTRI,3,1.89,5.63,26,32,19,31,0,51.95,0,0
2019,9,7,MEZZI DI TRASPORTO,3,5.92,5.63,21,26,16,25,0,52.11,0,0
2019,9,9,MEZZI DI TRASPORTO,3,5.92,5.63,21,26,16,25,0,52.11,0,0
2019,5,5,ALIMENTARE,2,8.95,5.61,14,19,10,5,2,50.68,0,0
2019,8,5,METALLI NON FERROSI,3,2.57,5.61,26,31,20,31,0,46.75,0,0
2019,9,7,ALTRI,2,2.77,5.61,21,26,16,25,0,52.11,0,0
2019,8,5,METALLI NON FERROSI,2,7.85,5.60,26,31,20,31,0,46.75,0,0
2019,3,21,ALTRI,3,1.88,5.60,12,18,7,8,5,52.83,0,0
2019,12,13,CHIMICA,3,2.01,5.58,9,13,5,0,14,48.58,0,0
2019,2,19,MECCANICA,3,2.91,5.58,9,14,4,0,15,59.41,0,0
2019,2,1,CARTARIA,3,19.30,5.57,9,14,4,0,15,59.41,0,0
2019,4,1,ALTRI,3,1.87,5.57,15,20,10,12,1,52.24,0,0
2019,12,13,CARTARIA,3,19.27,5.56,9,13,5,0,14,48.58,0,0
2019,2,1,ALIMENTARE,2,8.86,5.55,9,14,4,0,15,59.41,0,0
2019,11,17,CHIMICA,2,10.21,5.55,12,16,9,1,4,53.74,0,0
2019,8,7,CHIMICA,2,10.20,5.55,26,31,20,31,0,46.75,0,0
2019,3,14,CEMENTO CALCE E GESSO,3,3.80,5.54,12,18,7,8,5,52.83,0,0
2019,6,5,ALIMENTARE,2,8.84,5.54,24,30,18,28,0,48.15,0,0
2019,11,7,ALTRI,2,2.73,5.53,12,16,9,1,4,53.74,0,0
2019,12,16,METALLI NON FERROSI,3,2.53,5.52,9,13,5,0,14,48.58,0,0
2019,7,7,CHIMICA,2,10.15,5.52,26,32,19,31,0,51.95,0,0
2019,3,7,ALTRI,2,2.71,5.50,12,18,7,8,5,52.83,0,0
2019,11,7,CHIMICA,2,10.11,5.50,12,16,9,1,4,53.74,0,0
2019,3,8,METALLI NON FERROSI,3,2.51,5.49,12,18,7,8,5,52.83,0,0
2019,9,17,METALLI NON FERROSI,3,2.50,5.46,21,26,16,25,0,52.11,0,0
2019,3,1,ALIMENTARE,2,8.68,5.44,12,18,7,8,5,52.83,0,0
2019,2,13,CARTARIA,2,10.23,5.41,9,14,4,0,15,59.41,0,0
2019,2,7,MEZZI DI TRASPORTO,3,5.67,5.40,9,14,4,0,15,59.41,0,0
2019,5,8,METALLI NON FERROSI,3,2.47,5.39,14,19,10,5,2,50.68,0,0
2019,7,8,METALLI NON FERROSI,3,2.47,5.39,26,32,19,31,0,51.95,0,0
2019,12,13,ALIMENTARE,2,8.58,5.38,9,13,5,0,14,48.58,0,0
2019,2,1,ALTRI,2,2.66,5.38,9,14,4,0,15,59.41,0,0
2019,11,8,METALLI NON FERROSI,3,2.46,5.37,12,16,9,1,4,53.74,0,0
2019,6,7,CHIMICA,2,9.87,5.37,24,30,18,28,0,48.15,0,0
2019,10,7,CEMENTO CALCE E GESSO,3,3.68,5.37,17,22,13,18,0,52.38,0,0
2019,5,7,MEZZI DI TRASPORTO,3,5.64,5.37,14,19,10,5,2,50.68,0,0
2019,6,7,MEZZI DI TRASPORTO,3,5.63,5.36,24,30,18,28,0,48.15,0,0
2019,6,1,CARTARIA,3,18.54,5.35,24,30,18,28,0,48.15,0,0
2019,12,9,MEZZI DI TRASPORTO,3,5.59,5.32,9,13,5,0,14,48.58,0,0
2019,4,1,ALIMENTARE,2,8.47,5.31,15,20,10,12,1,52.24,0,0
2019,11,20,ALTRI,3,1.78,5.29,12,16,9,1,4,53.74,0,0
2019,3,7,MEZZI DI TRASPORTO,3,5.56,5.29,12,18,7,8,5,52.83,0,0
2019,9,14,CEMENTO CALCE E GESSO,3,3.61,5.27,21,26,16,25,0,52.11,0,0
2019,5,7,ALTRI,2,2.60,5.27,14,19,10,5,2,50.68,0,0
2019,5,1,CARTARIA,3,18.26,5.27,14,19,10,5,2,50.68,0,0
2019,5,9,MEZZI DI TRASPORTO,3,5.53,5.26,14,19,10,5,2,50.68,0,0
2019,8,13,METALLI NON FERROSI,3,2.41,5.26,26,31,20,31,0,46.75,0,0
2019,8,14,ALIMENTARE,2,8.40,5.26,26,31,20,31,0,46.75,0,0
2019,6,9,MEZZI DI TRASPORTO,3,5.53,5.26,24,30,18,28,0,48.15,0,0
2019,6,7,CEMENTO CALCE E GESSO,3,3.61,5.26,24,30,18,28,0,48.15,0,0
2019,10,5,ALIMENTARE,2,8.37,5.25,17,22,13,18,0,52.38,0,0
2019,8,16,METALLI NON FERROSI,3,2.39,5.23,26,31,20,31,0,46.75,0,0
2019,8,5,ALIMENTARE,2,8.32,5.22,26,31,20,31,0,46.75,0,0
2019,1,8,METALLI NON FERROSI,3,2.39,5.22,6,10,2,0,22,67.65,0,0
2019,1,1,ALTRI,2,2.58,5.22,6,10,2,0,22,67.65,0,0
2019,6,21,ALTRI,3,1.76,5.22,24,30,18,28,0,48.15,0,0
2019,4,17,ALTRI,3,1.76,5.22,15,20,10,12,1,52.24,0,0
2019,5,20,ALTRI,3,1.75,5.20,14,19,10,5,2,50.68,0,0
2019,7,21,CHIMICA,2,9.57,5.20,26,32,19,31,0,51.95,0,0
2019,9,10,CARTARIA,2,9.81,5.19,21,26,16,25,0,52.11,0,0
2019,2,20,ALTRI,3,1.75,5.19,9,14,4,0,15,59.41,0,0
2019,1,20,ALTRI,3,1.75,5.19,6,10,2,0,22,67.65,0,0
2019,9,8,METALLI NON FERROSI,3,2.37,5.19,21,26,16,25,0,52.11,0,0
2019,6,13,CARTARIA,3,17.95,5.18,24,30,18,28,0,48.15,0,0
2019,8,18,ALTRI,3,1.74,5.18,26,31,20,31,0,46.75,0,0
2019,11,15,ALTRI,2,2.55,5.16,12,16,9,1,4,53.74,0,0
2019,4,20,ALTRI,3,1.73,5.15,15,20,10,12,1,52.24,0,0
2019,6,8,METALLI NON FERROSI,3,2.36,5.15,24,30,18,28,0,48.15,0,0
2019,6,17,METALLI NON FERROSI,3,2.35,5.14,24,30,18,28,0,48.15,0,0
2019,10,7,CHIMICA,2,9.46,5.14,17,22,13,18,0,52.38,0,0
2019,4,9,MEZZI DI TRASPORTO,3,5.40,5.14,15,20,10,12,1,52.24,0,0
2019,7,13,CARTARIA,3,17.74,5.12,26,32,19,31,0,51.95,0,0
2019,2,7,ALTRI,2,2.53,5.12,9,14,4,0,15,59.41,0,0
2019,2,9,MEZZI DI TRASPORTO,3,5.38,5.12,9,14,4,0,15,59.41,0,0
2019,1,16,CHIMICA,2,9.40,5.11,6,10,2,0,22,67.65,0,0
2019,7,17,CEMENTO CALCE E GESSO,3,3.50,5.10,26,32,19,31,0,51.95,0,0
2019,12,8,CERAMICHE E VETRARIE,3,7.00,5.08,9,13,5,0,14,48.58,0,0
2019,2,8,METALLI NON FERROSI,3,2.32,5.07,9,14,4,0,15,59.41,0,0
2019,10,10,CARTARIA,2,9.59,5.07,17,22,13,18,0,52.38,0,0
2019,1,7,ALTRI,2,2.50,5.06,6,10,2,0,22,67.65,0,0
2019,3,21,CARTARIA,2,9.55,5.05,12,18,7,8,5,52.83,0,0
2019,7,14,ALIMENTARE,3,34.72,5.05,26,32,19,31,0,51.95,0,0
2019,2,7,CHIMICA,2,9.26,5.04,9,14,4,0,15,59.41,0,0
2019,9,7,CEMENTO CALCE E GESSO,3,3.46,5.04,21,26,16,25,0,52.11,0,0
2019,4,8,METALLI NON FERROSI,3,2.31,5.04,15,20,10,12,1,52.24,0,0
2019,7,6,MEZZI DI TRASPORTO,3,5.28,5.03,26,32,19,31,0,51.95,0,0
2019,1,17,METALLI NON FERROSI,3,2.30,5.03,6,10,2,0,22,67.65,0,0
2019,5,18,METALLI NON FERROSI,3,2.30,5.03,14,19,10,5,2,50.68,0,0
2019,3,5,ALIMENTARE,2,8.02,5.02,12,18,7,8,5,52.83,0,0
2019,12,1,CARTARIA,3,17.36,5.01,9,13,5,0,14,48.58,0,0
2019,3,18,METALLI NON FERROSI,3,2.29,5.00,12,18,7,8,5,52.83,0,0
2019,10,8,CERAMICHE E VETRARIE,3,6.89,5.00,17,22,13,18,0,52.38,0,0
2019,4,7,ALTRI,2,2.47,5.00,15,20,10,12,1,52.24,0,0
2019,10,21,CHIMICA,2,9.18,4.99,17,22,13,18,0,52.38,0,0
2019,3,14,SIDERURGIA,3,0.40,4.98,12,18,7,8,5,52.83,0,0
2019,8,10,CARTARIA,2,9.42,4.98,26,31,20,31,0,46.75,0,0
2019,1,18,METALLI NON FERROSI,3,2.28,4.98,6,10,2,0,22,67.65,0,0
2019,1,5,ALIMENTARE,2,7.95,4.98,6,10,2,0,22,67.65,0,0
2019,7,21,ALIMENTARE,3,34.24,4.98,26,32,19,31,0,51.95,0,0
2019,9,15,ALTRI,2,2.45,4.97,21,26,16,25,0,52.11,0,0
2019,3,14,CHIMICA,3,1.79,4.97,12,18,7,8,5,52.83,0,0
2019,12,17,CHIMICA,2,9.15,4.97,9,13,5,0,14,48.58,0,0
2019,3,21,CHIMICA,2,9.12,4.96,12,18,7,8,5,52.83,0,0
2019,4,21,CARTARIA,2,9.37,4.96,15,20,10,12,1,52.24,0,0
2019,4,7,CHIMICA,2,9.10,4.95,15,20,10,12,1,52.24,0,0
2019,1,7,CHIMICA,2,9.10,4.95,6,10,2,0,22,67.65,0,0
2019,11,17,CARTARIA,3,17.12,4.94,12,16,9,1,4,53.74,0,0
2019,9,8,MEZZI DI TRASPORTO,3,5.19,4.94,21,26,16,25,0,52.11,0,0
2019,10,7,MEZZI DI TRASPORTO,3,5.18,4.93,17,22,13,18,0,52.38,0,0
2019,2,21,CARTARIA,2,9.28,4.91,9,14,4,0,15,59.41,0,0
2019,8,1,ALTRI,2,2.42,4.90,26,31,20,31,0,46.75,0,0
2019,10,17,CARTARIA,3,16.98,4.90,17,22,13,18,0,52.38,0,0
2019,7,18,METALLI NON FERROSI,3,2.24,4.89,26,32,19,31,0,51.95,0,0
2019,7,17,MEZZI DI TRASPORTO,3,5.13,4.88,26,32,19,31,0,51.95,0,0
2019,4,7,MEZZI DI TRASPORTO,3,5.13,4.88,15,20,10,12,1,52.24,0,0
2019,11,7,MEZZI DI TRASPORTO,3,5.13,4.88,12,16,9,1,4,53.74,0,0
2019,12,7,CHIMICA,2,8.97,4.88,9,13,5,0,14,48.58,0,0
2019,5,14,ALIMENTARE,3,33.55,4.88,14,19,10,5,2,50.68,0,0
2019,5,21,CHIMICA,2,8.96,4.87,14,19,10,5,2,50.68,0,0
2019,6,21,ALIMENTARE,3,33.42,4.86,24,30,18,28,0,48.15,0,0
2019,8,8,CERAMICHE E VETRARIE,3,6.68,4.85,26,31,20,31,0,46.75,0,0
2019,4,18,METALLI NON FERROSI,3,2.21,4.84,15,20,10,12,1,52.24,0,0
2019,11,8,CERAMICHE E VETRARIE,3,6.65,4.83,12,16,9,1,4,53.74,0,0
2019,8,20,ALTRI,3,1.63,4.83,26,31,20,31,0,46.75,0,0
2019,10,18,METALLI NON FERROSI,3,2.21,4.82,17,22,13,18,0,52.38,0,0
2019,5,8,CERAMICHE E VETRARIE,3,6.63,4.81,14,19,10,5,2,50.68,0,0
2019,8,17,CEMENTO CALCE E GESSO,3,3.30,4.81,26,31,20,31,0,46.75,0,0
2019,9,16,CHIMICA,2,8.85,4.81,21,26,16,25,0,52.11,0,0
2019,1,21,CHIMICA,2,8.84,4.81,6,10,2,0,22,67.65,0,0
2019,8,13,CARTARIA,3,16.60,4.79,26,31,20,31,0,46.75,0,0
2019,8,10,MECCANICA,2,10.64,4.76,26,31,20,31,0,46.75,0,0
2019,11,21,CHIMICA,2,8.76,4.76,12,16,9,1,4,53.74,0,0
2019,11,5,ALIMENTARE,2,7.59,4.75,12,16,9,1,4,53.74,0,0
2019,7,15,ALTRI,2,2.34,4.75,26,32,19,31,0,51.95,0,0
2019,4,17,METALLI NON FERROSI,3,2.17,4.74,15,20,10,12,1,52.24,0,0
2019,7,21,CARTARIA,2,8.95,4.73,26,32,19,31,0,51.95,0,0
2019,3,8,CERAMICHE E VETRARIE,3,6.49,4.71,12,18,7,8,5,52.83,0,0
2019,7,21,MECCANICA,2,10.51,4.70,26,32,19,31,0,51.95,0,0
2019,1,19,ALTRI,2,2.32,4.70,6,10,2,0,22,67.65,0,0
2019,6,21,CHIMICA,2,8.61,4.68,24,30,18,28,0,48.15,0,0
2019,11,18,METALLI NON FERROSI,3,2.14,4.67,12,16,9,1,4,53.74,0,0
2019,12,5,ALIMENTARE,2,7.46,4.67,9,13,5,0,14,48.58,0,0
2019,12,14,CEMENTO CALCE E GESSO,3,3.20,4.66,9,13,5,0,14,48.58,0,0
2019,11,9,MEZZI DI TRASPORTO,3,4.90,4.66,12,16,9,1,4,53.74,0,0
2019,10,14,ALIMENTARE,3,32.04,4.66,17,22,13,18,0,52.38,0,0
2019,4,8,CERAMICHE E VETRARIE,3,6.42,4.66,15,20,10,12,1,52.24,0,0
2019,7,8,CERAMICHE E VETRARIE,3,6.42,4.66,26,32,19,31,0,51.95,0,0
2019,12,7,MEZZI DI TRASPORTO,3,4.89,4.65,9,13,5,0,14,48.58,0,0
2019,2,21,CHIMICA,2,8.55,4.65,9,14,4,0,15,59.41,0,0
2019,3,1,CARTARIA,3,16.04,4.63,12,18,7,8,5,52.83,0,0
2019,12,15,CEMENTO CALCE E GESSO,3,3.18,4.63,9,13,5,0,14,48.58,0,0
2019,1,14,ALIMENTARE,3,31.77,4.62,6,10,2,0,22,67.65,0,0
2019,3,15,MECCANICA,3,2.41,4.62,12,18,7,8,5,52.83,0,0
2019,4,10,ALIMENTARE,3,31.77,4.62,15,20,10,12,1,52.24,0,0
2019,8,18,METALLI NON FERROSI,3,2.11,4.62,26,31,20,31,0,46.75,0,0
2019,9,8,CERAMICHE E VETRARIE,3,6.37,4.62,21,26,16,25,0,52.11,0,0
2019,10,21,MECCANICA,2,10.32,4.61,17,22,13,18,0,52.38,0,0
2019,2,18,METALLI NON FERROSI,3,2.10,4.60,9,14,4,0,15,59.41,0,0
2019,12,21,ALIMENTARE,2,7.32,4.59,9,13,5,0,14,48.58,0,0
2019,10,14,CHIMICA,3,1.66,4.59,17,22,13,18,0,52.38,0,0
2019,5,15,CEMENTO CALCE E GESSO,3,3.13,4.57,14,19,10,5,2,50.68,0,0
2019,8,18,SIDERURGIA,3,0.37,4.57,26,31,20,31,0,46.75,0,0
2019,3,19,ALTRI,2,2.26,4.57,12,18,7,8,5,52.83,0,0
2019,1,10,MEZZI DI TRASPORTO,2,124.31,4.57,6,10,2,0,22,67.65,0,0
2019,12,7,CEMENTO CALCE E GESSO,3,3.13,4.56,9,13,5,0,14,48.58,0,0
2019,6,8,CERAMICHE E VETRARIE,3,6.28,4.56,24,30,18,28,0,48.15,0,0
2019,7,11,METALLI NON FERROSI,3,2.09,4.56,26,32,19,31,0,51.95,0,0
2019,12,7,ALTRI,2,2.25,4.55,9,13,5,0,14,48.58,0,0
2019,12,17,SIDERURGIA,3,0.37,4.54,9,13,5,0,14,48.58,0,0
2019,11,14,ALIMENTARE,3,31.22,4.54,12,16,9,1,4,53.74,0,0
2019,9,16,METALLI NON FERROSI,3,2.08,4.54,21,26,16,25,0,52.11,0,0
2019,1,15,ALTRI,2,2.24,4.53,6,10,2,0,22,67.65,0,0
2019,10,21,ALIMENTARE,2,7.23,4.53,17,22,13,18,0,52.38,0,0
2019,9,14,ALIMENTARE,3,31.08,4.52,21,26,16,25,0,52.11,0,0
2019,7,11,METALLI NON FERROSI,2,6.31,4.51,26,32,19,31,0,51.95,0,0
2019,7,10,MEZZI DI TRASPORTO,2,122.54,4.51,26,32,19,31,0,51.95,0,0
2019,1,13,CARTARIA,2,8.51,4.50,6,10,2,0,22,67.65,0,0
2019,6,21,CARTARIA,2,8.51,4.50,24,30,18,28,0,48.15,0,0
2019,6,10,ALIMENTARE,3,30.94,4.50,24,30,18,28,0,48.15,0,0
2019,9,10,ALIMENTARE,3,30.87,4.49,21,26,16,25,0,52.11,0,0
2019,8,14,CHIMICA,3,1.62,4.49,26,31,20,31,0,46.75,0,0
2019,7,14,CHIMICA,3,1.62,4.49,26,32,19,31,0,51.95,0,0
2019,10,13,CERAMICHE E VETRARIE,3,6.17,4.48,17,22,13,18,0,52.38,0,0
2019,10,13,ALIMENTARE,3,30.80,4.48,17,22,13,18,0,52.38,0,0
2019,7,16,METALLI NON FERROSI,3,2.05,4.48,26,32,19,31,0,51.95,0,0
2019,5,11,METALLI NON FERROSI,3,2.04,4.47,14,19,10,5,2,50.68,0,0
2019,3,11,METALLI NON FERROSI,3,2.04,4.47,12,18,7,8,5,52.83,0,0
2019,4,21,CHIMICA,2,8.20,4.46,15,20,10,12,1,52.24,0,0
2019,7,13,CERAMICHE E VETRARIE,3,6.15,4.46,26,32,19,31,0,51.95,0,0
2019,10,19,ALTRI,2,2.20,4.45,17,22,13,18,0,52.38,0,0
2019,8,13,CERAMICHE E VETRARIE,3,6.13,4.45,26,31,20,31,0,46.75,0,0
2019,8,12,ALTRI,3,1.49,4.44,26,31,20,31,0,46.75,0,0
2019,4,5,ALIMENTARE,2,7.09,4.44,15,20,10,12,1,52.24,0,0
2019,12,19,CHIMICA,3,1.60,4.44,9,13,5,0,14,48.58,0,0
2019,1,8,CERAMICHE E VETRARIE,3,6.10,4.43,6,10,2,0,22,67.65,0,0
2019,12,20,ALTRI,3,1.49,4.43,9,13,5,0,14,48.58,0,0
2019,3,11,METALLI NON FERROSI,2,6.18,4.42,12,18,7,8,5,52.83,0,0
2019,5,11,METALLI NON FERROSI,2,6.19,4.42,14,19,10,5,2,50.68,0,0
2019,3,16,ALTRI,3,1.48,4.40,12,18,7,8,5,52.83,0,0
2019,5,14,CHIMICA,3,1.59,4.40,14,19,10,5,2,50.68,0,0
2019,10,11,METALLI NON FERROSI,3,2.01,4.40,17,22,13,18,0,52.38,0,0
2019,12,1,ALIMENTARE,2,7.01,4.39,9,13,5,0,14,48.58,0,0
2019,8,9,MEZZI DI TRASPORTO,3,4.61,4.39,26,31,20,31,0,46.75,0,0
2019,9,14,CHIMICA,3,1.58,4.39,21,26,16,25,0,52.11,0,0
2019,9,21,ALIMENTARE,2,7.00,4.39,21,26,16,25,0,52.11,0,0
2019,8,7,MEZZI DI TRASPORTO,3,4.60,4.38,26,31,20,31,0,46.75,0,0
2019,11,10,CARTARIA,2,8.28,4.38,12,16,9,1,4,53.74,0,0
2019,6,8,MEZZI DI TRASPORTO,3,4.59,4.37,24,30,18,28,0,48.15,0,0
2019,6,6,ALIMENTARE,3,30.05,4.37,24,30,18,28,0,48.15,0,0
2019,5,10,MEZZI DI TRASPORTO,2,118.92,4.37,14,19,10,5,2,50.68,0,0
2019,6,18,METALLI NON FERROSI,3,2.00,4.37,24,30,18,28,0,48.15,0,0
2019,12,13,CERAMICHE E VETRARIE,3,6.01,4.36,9,13,5,0,14,48.58,0,0
2019,5,13,CERAMICHE E VETRARIE,3,6.01,4.36,14,19,10,5,2,50.68,0,0
2019,7,10,ALIMENTARE,3,29.98,4.36,26,32,19,31,0,51.95,0,0
2019,10,11,METALLI NON FERROSI,2,6.09,4.35,17,22,13,18,0,52.38,0,0
2019,8,10,ALIMENTARE,3,29.91,4.35,26,31,20,31,0,46.75,0,0
2019,11,17,MEZZI DI TRASPORTO,3,4.57,4.35,12,16,9,1,4,53.74,0,0
2019,3,13,CERAMICHE E VETRARIE,3,5.98,4.34,12,18,7,8,5,52.83,0,0
2019,2,14,CHIMICA,3,1.57,4.34,9,14,4,0,15,59.41,0,0
2019,8,17,SIDERURGIA,3,0.35,4.33,26,31,20,31,0,46.75,0,0
2019,9,13,CERAMICHE E VETRARIE,3,5.97,4.33,21,26,16,25,0,52.11,0,0
2019,11,19,ALTRI,2,2.13,4.32,12,16,9,1,4,53.74,0,0
2019,10,12,ALTRI,3,1.45,4.32,17,22,13,18,0,52.38,0,0
2019,10,10,MEZZI DI TRASPORTO,2,117.46,4.32,17,22,13,18,0,52.38,0,0
2019,2,11,METALLI NON FERROSI,3,1.97,4.31,9,14,4,0,15,59.41,0,0
2019,2,17,ALTRI,3,1.45,4.31,9,14,4,0,15,59.41,0,0
2019,5,21,MECCANICA,2,9.65,4.31,14,19,10,5,2,50.68,0,0
2019,6,19,ALTRI,2,2.13,4.31,24,30,18,28,0,48.15,0,0
2019,5,19,ALTRI,2,2.13,4.31,14,19,10,5,2,50.68,0,0
2019,7,12,ALTRI,3,1.45,4.30,26,32,19,31,0,51.95,0,0
2019,3,21,ALIMENTARE,2,6.87,4.30,12,18,7,8,5,52.83,0,0
2019,2,19,ALTRI,2,2.12,4.29,9,14,4,0,15,59.41,0,0
2019,4,15,ALTRI,2,2.12,4.29,15,20,10,12,1,52.24,0,0
2019,11,13,CERAMICHE E VETRARIE,3,5.90,4.28,12,16,9,1,4,53.74,0,0
2019,11,15,CEMENTO CALCE E GESSO,3,2.94,4.28,12,16,9,1,4,53.74,0,0
2019,11,14,CHIMICA,3,1.54,4.28,12,16,9,1,4,53.74,0,0
2019,9,6,ALIMENTARE,3,29.43,4.28,21,26,16,25,0,52.11,0,0
2019,4,15,MECCANICA,3,2.23,4.27,15,20,10,12,1,52.24,0,0
2019,1,15,CEMENTO CALCE E GESSO,3,2.93,4.27,6,10,2,0,22,67.65,0,0
2019,1,13,CERAMICHE E VETRARIE,3,5.88,4.27,6,10,2,0,22,67.65,0,0
2019,6,13,CERAMICHE E VETRARIE,3,5.87,4.26,24,30,18,28,0,48.15,0,0
2019,8,6,ALIMENTARE,3,29.29,4.26,26,31,20,31,0,46.75,0,0
2019,3,10,MEZZI DI TRASPORTO,2,115.93,4.26,12,18,7,8,5,52.83,0,0
2019,6,14,CHIMICA,3,1.53,4.25,24,30,18,28,0,48.15,0,0
