Year,Month,Region,Class,Tension_Type,Indicator,Consumption_Gwh,T_avg,T_max,T_min,Hot_days,Cold_days,El_price,Event,Eff_intervention
2019,10,10,SIDERURGIA,3,55.77,693.40,17,22,13,18,0,52.38,0,0
2019,9,10,SIDERURGIA,3,55.66,691.93,21,26,16,25,0,52.11,0,0
2019,3,10,SIDERURGIA,3,55.65,691.83,12,18,7,8,5,52.83,0,0
2019,5,10,SIDERURGIA,3,54.44,676.85,14,19,10,5,2,50.68,0,0
2019,7,10,SIDERURGIA,3,52.39,651.37,26,32,19,31,0,51.95,0,0
2019,11,10,SIDERURGIA,3,51.85,644.59,12,16,9,1,4,53.74,0,0
2019,6,10,SIDERURGIA,3,51.62,641.81,24,30,18,28,0,48.15,0,0
2019,2,10,SIDERURGIA,3,50.90,632.78,9,14,4,0,15,59.41,0,0
2019,1,10,SIDERURGIA,3,48.44,602.20,6,10,2,0,22,67.65,0,0
2019,4,10,SIDERURGIA,3,46.52,578.35,15,20,10,12,1,52.24,0,0
2019,12,10,SIDERURGIA,3,32.38,402.56,9,13,5,0,14,48.58,0,0
2019,8,10,SIDERURGIA,3,23.38,290.73,26,31,20,31,0,46.75,0,0
2019,3,7,SIDERURGIA,3,15.22,189.25,12,18,7,8,5,52.83,0,0
2019,10,7,SIDERURGIA,3,15.03,186.85,17,22,13,18,0,52.38,0,0
2019,7,7,SIDERURGIA,3,14.59,181.34,26,32,19,31,0,51.95,0,0
2019,6,7,SIDERURGIA,3,14.38,178.83,24,30,18,28,0,48.15,0,0
2019,3,21,SIDERURGIA,3,14.34,178.31,12,18,7,8,5,52.83,0,0
2019,2,7,SIDERURGIA,3,14.29,177.63,9,14,4,0,15,59.41,0,0
2019,5,7,SIDERURGIA,3,14.18,176.32,14,19,10,5,2,50.68,0,0
2019,9,7,SIDERURGIA,3,14.15,175.87,21,26,16,25,0,52.11,0,0
2019,5,21,SIDERURGIA,3,13.76,171.12,14,19,10,5,2,50.68,0,0
2019,10,21,SIDERURGIA,3,13.68,170.09,17,22,13,18,0,52.38,0,0
2019,4,7,SIDERURGIA,3,13.57,168.72,15,20,10,12,1,52.24,0,0
2019,11,7,SIDERURGIA,3,13.54,168.29,12,16,9,1,4,53.74,0,0
2019,11,21,SIDERURGIA,3,13.50,167.79,12,16,9,1,4,53.74,0,0
2019,2,21,SIDERURGIA,3,13.28,165.10,9,14,4,0,15,59.41,0,0
2019,9,21,SIDERURGIA,3,13.26,164.82,21,26,16,25,0,52.11,0,0
2019,6,21,SIDERURGIA,3,13.03,162.04,24,30,18,28,0,48.15,0,0
2019,7,21,SIDERURGIA,3,12.74,158.36,26,32,19,31,0,51.95,0,0
2019,4,21,SIDERURGIA,3,12.30,152.95,15,20,10,12,1,52.24,0,0
2019,1,7,SIDERURGIA,3,12.20,151.66,6,10,2,0,22,67.65,0,0
2019,1,21,SIDERURGIA,3,12.08,150.17,6,10,2,0,22,67.65,0,0
2019,10,10,CHIMICA,3,48.93,135.64,17,22,13,18,0,52.38,0,0
2019,7,10,CHIMICA,3,47.78,132.46,26,32,19,31,0,51.95,0,0
2019,3,10,CHIMICA,3,46.93,130.10,12,18,7,8,5,52.83,0,0
2019,6,10,CHIMICA,3,45.33,125.67,24,30,18,28,0,48.15,0,0
2019,5,10,CHIMICA,3,45.25,125.46,14,19,10,5,2,50.68,0,0
2019,9,10,CHIMICA,3,45.10,125.04,21,26,16,25,0,52.11,0,0
2019,11,10,CHIMICA,3,44.27,122.73,12,16,9,1,4,53.74,0,0
2019,12,7,SIDERURGIA,3,9.36,116.41,9,13,5,0,14,48.58,0,0
2019,12,21,SIDERURGIA,3,9.28,115.38,9,13,5,0,14,48.58,0,0
2019,2,10,CHIMICA,3,40.99,113.65,9,14,4,0,15,59.41,0,0
2019,4,10,CHIMICA,3,40.14,111.28,15,20,10,12,1,52.24,0,0
2019,1,10,CHIMICA,3,40.10,111.16,6,10,2,0,22,67.65,0,0
2019,3,10,METALLI NON FERROSI,3,46.98,102.70,12,18,7,8,5,52.83,0,0
2019,12,10,CHIMICA,3,36.65,101.61,9,13,5,0,14,48.58,0,0
2019,7,19,SIDERURGIA,3,7.97,99.08,26,32,19,31,0,51.95,0,0
2019,9,10,METALLI NON FERROSI,3,44.27,96.78,21,26,16,25,0,52.11,0,0
2019,5,10,METALLI NON FERROSI,3,43.98,96.14,14,19,10,5,2,50.68,0,0
2019,2,10,METALLI NON FERROSI,3,43.31,94.68,9,14,4,0,15,59.41,0,0
2019,1,10,METALLI NON FERROSI,3,43.07,94.14,6,10,2,0,22,67.65,0,0
2019,5,19,SIDERURGIA,3,7.56,93.96,14,19,10,5,2,50.68,0,0
2019,11,19,SIDERURGIA,3,7.51,93.39,12,16,9,1,4,53.74,0,0
2019,10,19,SIDERURGIA,3,7.43,92.38,17,22,13,18,0,52.38,0,0
2019,3,19,SIDERURGIA,3,7.35,91.43,12,18,7,8,5,52.83,0,0
2019,10,10,METALLI NON FERROSI,3,40.62,88.80,17,22,13,18,0,52.38,0,0
2019,4,19,SIDERURGIA,3,7.12,88.51,15,20,10,12,1,52.24,0,0
2019,8,10,CHIMICA,3,31.58,87.54,26,31,20,31,0,46.75,0,0
2019,8,7,SIDERURGIA,3,7.02,87.25,26,31,20,31,0,46.75,0,0
2019,6,19,SIDERURGIA,3,6.96,86.56,24,30,18,28,0,48.15,0,0
2019,7,10,METALLI NON FERROSI,3,38.93,85.09,26,32,19,31,0,51.95,0,0
2019,9,19,SIDERURGIA,3,6.74,83.85,21,26,16,25,0,52.11,0,0
2019,1,19,SIDERURGIA,3,6.73,83.61,6,10,2,0,22,67.65,0,0
2019,6,10,METALLI NON FERROSI,3,37.01,80.90,24,30,18,28,0,48.15,0,0
2019,2,19,SIDERURGIA,3,6.35,78.89,9,14,4,0,15,59.41,0,0
2019,4,10,METALLI NON FERROSI,3,34.98,76.46,15,20,10,12,1,52.24,0,0
2019,11,10,METALLI NON FERROSI,3,34.43,75.25,12,16,9,1,4,53.74,0,0
2019,3,10,ALTRI,3,23.28,69.18,12,18,7,8,5,52.83,0,0
2019,7,10,ALTRI,3,22.51,66.90,26,32,19,31,0,51.95,0,0
2019,12,15,METALLI NON FERROSI,3,29.43,64.34,9,13,5,0,14,48.58,0,0
2019,12,19,SIDERURGIA,3,5.17,64.29,9,13,5,0,14,48.58,0,0
2019,1,15,METALLI NON FERROSI,3,29.37,64.19,6,10,2,0,22,67.65,0,0
2019,8,21,SIDERURGIA,3,5.15,64.07,26,31,20,31,0,46.75,0,0
2019,10,10,ALTRI,3,21.31,63.31,17,22,13,18,0,52.38,0,0
2019,1,10,ALTRI,3,21.24,63.11,6,10,2,0,22,67.65,0,0
2019,10,15,METALLI NON FERROSI,3,28.80,62.95,17,22,13,18,0,52.38,0,0
2019,11,15,METALLI NON FERROSI,3,28.62,62.56,12,16,9,1,4,53.74,0,0
2019,6,10,ALTRI,3,21.05,62.55,24,30,18,28,0,48.15,0,0
2019,2,10,ALTRI,3,20.86,61.98,9,14,4,0,15,59.41,0,0
2019,4,15,METALLI NON FERROSI,3,27.98,61.16,15,20,10,12,1,52.24,0,0
2019,5,10,ALTRI,3,20.58,61.14,14,19,10,5,2,50.68,0,0
2019,5,15,METALLI NON FERROSI,3,27.91,61.00,14,19,10,5,2,50.68,0,0
2019,9,10,ALTRI,3,20.41,60.66,21,26,16,25,0,52.11,0,0
2019,4,10,ALTRI,3,20.32,60.39,15,20,10,12,1,52.24,0,0
2019,8,15,METALLI NON FERROSI,3,27.22,59.49,26,31,20,31,0,46.75,0,0
2019,9,15,METALLI NON FERROSI,3,27.15,59.35,21,26,16,25,0,52.11,0,0
2019,12,10,METALLI NON FERROSI,3,27.14,59.33,9,13,5,0,14,48.58,0,0
2019,3,15,METALLI NON FERROSI,3,26.90,58.81,12,18,7,8,5,52.83,0,0
2019,2,15,METALLI NON FERROSI,3,25.91,56.64,9,14,4,0,15,59.41,0,0
2019,6,15,METALLI NON FERROSI,3,25.85,56.51,24,30,18,28,0,48.15,0,0
2019,11,10,ALTRI,3,18.94,56.27,12,16,9,1,4,53.74,0,0
2019,7,15,CHIMICA,3,19.55,54.20,26,32,19,31,0,51.95,0,0
2019,12,15,CHIMICA,3,19.52,54.11,9,13,5,0,14,48.58,0,0
2019,8,15,CHIMICA,3,18.88,52.35,26,31,20,31,0,46.75,0,0
2019,6,15,CHIMICA,3,18.81,52.16,24,30,18,28,0,48.15,0,0
2019,11,15,CHIMICA,3,18.67,51.76,12,16,9,1,4,53.74,0,0
2019,7,10,MECCANICA,3,26.95,51.62,26,32,19,31,0,51.95,0,0
2019,9,15,CHIMICA,3,18.39,50.98,21,26,16,25,0,52.11,0,0
2019,7,15,METALLI NON FERROSI,3,23.30,50.93,26,32,19,31,0,51.95,0,0
2019,2,6,ALTRI,2,24.90,50.42,9,14,4,0,15,59.41,0,0
2019,12,10,ALTRI,3,16.52,49.08,9,13,5,0,14,48.58,0,0
2019,3,15,CHIMICA,3,17.68,49.02,12,18,7,8,5,52.83,0,0
2019,10,10,MECCANICA,3,25.37,48.60,17,22,13,18,0,52.38,0,0
2019,3,6,ALTRI,2,23.96,48.50,12,18,7,8,5,52.83,0,0
2019,5,10,MECCANICA,3,25.23,48.33,14,19,10,5,2,50.68,0,0
2019,6,10,MECCANICA,3,25.13,48.14,24,30,18,28,0,48.15,0,0
2019,3,10,MECCANICA,3,25.05,47.99,12,18,7,8,5,52.83,0,0
2019,1,10,MECCANICA,3,24.95,47.79,6,10,2,0,22,67.65,0,0
2019,10,6,ALTRI,2,23.56,47.71,17,22,13,18,0,52.38,0,0
2019,7,6,ALTRI,2,23.11,46.78,26,32,19,31,0,51.95,0,0
2019,9,10,MECCANICA,3,24.32,46.59,21,26,16,25,0,52.11,0,0
2019,8,10,ALTRI,3,15.62,46.40,26,31,20,31,0,46.75,0,0
2019,10,15,CHIMICA,3,16.52,45.80,17,22,13,18,0,52.38,0,0
2019,9,7,ALTRI,3,15.36,45.65,21,26,16,25,0,52.11,0,0
2019,5,6,ALTRI,2,22.51,45.57,14,19,10,5,2,50.68,0,0
2019,1,15,CHIMICA,3,16.30,45.20,6,10,2,0,22,67.65,0,0
2019,2,10,MECCANICA,3,23.54,45.09,9,14,4,0,15,59.41,0,0
2019,4,10,MECCANICA,3,23.40,44.82,15,20,10,12,1,52.24,0,0
2019,2,15,CHIMICA,3,16.13,44.72,9,14,4,0,15,59.41,0,0
2019,11,10,MECCANICA,3,23.23,44.50,12,16,9,1,4,53.74,0,0
2019,6,6,ALTRI,2,21.87,44.28,24,30,18,28,0,48.15,0,0
2019,9,6,ALTRI,2,21.57,43.66,21,26,16,25,0,52.11,0,0
2019,11,6,ALTRI,2,21.56,43.66,12,16,9,1,4,53.74,0,0
2019,7,17,CARTARIA,2,82.06,43.41,26,32,19,31,0,51.95,0,0
2019,1,13,MECCANICA,3,22.36,42.82,6,10,2,0,22,67.65,0,0
2019,7,10,ALTRI,2,21.09,42.70,26,32,19,31,0,51.95,0,0
2019,3,10,ALTRI,2,21.00,42.52,12,18,7,8,5,52.83,0,0
2019,7,6,MECCANICA,3,22.03,42.20,26,32,19,31,0,51.95,0,0
2019,5,15,CHIMICA,3,15.22,42.19,14,19,10,5,2,50.68,0,0
2019,5,6,MECCANICA,3,21.94,42.02,14,19,10,5,2,50.68,0,0
2019,8,19,SIDERURGIA,3,3.37,41.84,26,31,20,31,0,46.75,0,0
2019,10,10,ALTRI,2,20.63,41.77,17,22,13,18,0,52.38,0,0
2019,5,17,CARTARIA,2,78.85,41.71,14,19,10,5,2,50.68,0,0
2019,11,7,ALTRI,3,14.03,41.69,12,16,9,1,4,53.74,0,0
2019,4,6,ALTRI,2,20.58,41.68,15,20,10,12,1,52.24,0,0
2019,10,6,MECCANICA,3,21.69,41.54,17,22,13,18,0,52.38,0,0
2019,1,17,CARTARIA,2,78.50,41.52,6,10,2,0,22,67.65,0,0
2019,2,13,MECCANICA,3,21.61,41.40,9,14,4,0,15,59.41,0,0
2019,7,7,ALTRI,3,13.85,41.15,26,32,19,31,0,51.95,0,0
2019,3,6,MECCANICA,3,21.47,41.13,12,18,7,8,5,52.83,0,0
2019,6,10,ALTRI,2,20.30,41.10,24,30,18,28,0,48.15,0,0
2019,6,17,CARTARIA,2,77.45,40.97,24,30,18,28,0,48.15,0,0
2019,5,10,ALTRI,2,20.14,40.78,14,19,10,5,2,50.68,0,0
2019,5,13,MECCANICA,3,21.19,40.59,14,19,10,5,2,50.68,0,0
2019,9,10,ALTRI,2,20.05,40.59,21,26,16,25,0,52.11,0,0
2019,12,10,MECCANICA,3,21.18,40.57,9,13,5,0,14,48.58,0,0
2019,2,7,ALTRI,3,13.64,40.52,9,14,4,0,15,59.41,0,0
2019,3,17,CARTARIA,2,76.35,40.39,12,18,7,8,5,52.83,0,0
2019,7,16,CHIMICA,3,14.55,40.33,26,32,19,31,0,51.95,0,0
2019,3,13,MECCANICA,3,20.99,40.21,12,18,7,8,5,52.83,0,0
2019,9,6,MECCANICA,3,20.91,40.06,21,26,16,25,0,52.11,0,0
2019,6,7,ALTRI,3,13.47,40.02,24,30,18,28,0,48.15,0,0
2019,3,7,ALTRI,3,13.45,39.96,12,18,7,8,5,52.83,0,0
2019,10,7,ALTRI,3,13.44,39.93,17,22,13,18,0,52.38,0,0
2019,11,10,ALTRI,2,19.70,39.89,12,16,9,1,4,53.74,0,0
2019,1,7,ALTRI,3,13.36,39.69,6,10,2,0,22,67.65,0,0
2019,6,6,MECCANICA,3,20.70,39.65,24,30,18,28,0,48.15,0,0
2019,11,6,MECCANICA,3,20.67,39.60,12,16,9,1,4,53.74,0,0
2019,3,13,ALTRI,3,13.31,39.55,12,18,7,8,5,52.83,0,0
2019,2,10,ALTRI,2,19.52,39.52,9,14,4,0,15,59.41,0,0
2019,5,13,ALTRI,3,13.23,39.32,14,19,10,5,2,50.68,0,0
2019,6,13,MECCANICA,3,20.50,39.27,24,30,18,28,0,48.15,0,0
2019,4,13,MECCANICA,3,20.49,39.25,15,20,10,12,1,52.24,0,0
2019,4,6,MECCANICA,3,20.46,39.18,15,20,10,12,1,52.24,0,0
2019,11,16,CHIMICA,3,14.06,38.98,12,16,9,1,4,53.74,0,0
2019,7,13,MECCANICA,3,20.33,38.94,26,32,19,31,0,51.95,0,0
2019,1,6,ALTRI,2,19.13,38.73,6,10,2,0,22,67.65,0,0
2019,8,10,MECCANICA,3,20.17,38.63,26,31,20,31,0,46.75,0,0
2019,4,15,CHIMICA,3,13.92,38.58,15,20,10,12,1,52.24,0,0
2019,5,7,ALTRI,3,12.87,38.24,14,19,10,5,2,50.68,0,0
2019,9,16,CHIMICA,3,13.46,37.31,21,26,16,25,0,52.11,0,0
2019,2,6,MECCANICA,3,19.43,37.21,9,14,4,0,15,59.41,0,0
2019,4,17,CARTARIA,2,70.30,37.19,15,20,10,12,1,52.24,0,0
2019,4,10,ALTRI,2,18.27,36.99,15,20,10,12,1,52.24,0,0
2019,1,10,ALTRI,2,18.17,36.78,6,10,2,0,22,67.65,0,0
2019,1,6,MECCANICA,3,19.13,36.64,6,10,2,0,22,67.65,0,0
2019,3,2,SIDERURGIA,3,2.93,36.37,12,18,7,8,5,52.83,0,0
2019,8,16,CHIMICA,3,13.06,36.21,26,31,20,31,0,46.75,0,0
2019,2,17,CARTARIA,2,68.39,36.18,9,14,4,0,15,59.41,0,0
2019,7,5,MEZZI DI TRASPORTO,3,37.81,35.99,26,32,19,31,0,51.95,0,0
2019,10,17,CARTARIA,2,67.66,35.79,17,22,13,18,0,52.38,0,0
2019,8,10,METALLI NON FERROSI,3,16.33,35.70,26,31,20,31,0,46.75,0,0
2019,4,7,ALTRI,3,11.94,35.48,15,20,10,12,1,52.24,0,0
2019,12,16,CHIMICA,3,12.68,35.14,9,13,5,0,14,48.58,0,0
2019,7,2,SIDERURGIA,3,2.81,34.91,26,32,19,31,0,51.95,0,0
2019,9,13,MECCANICA,3,18.09,34.65,21,26,16,25,0,52.11,0,0
2019,11,13,MECCANICA,3,18.08,34.64,12,16,9,1,4,53.74,0,0
2019,12,7,ALTRI,3,11.65,34.63,9,13,5,0,14,48.58,0,0
2019,11,17,CARTARIA,2,65.29,34.54,12,16,9,1,4,53.74,0,0
2019,10,16,CHIMICA,3,12.45,34.51,17,22,13,18,0,52.38,0,0
2019,4,16,CHIMICA,3,12.42,34.43,15,20,10,12,1,52.24,0,0
2019,7,21,ALTRI,2,16.84,34.10,26,32,19,31,0,51.95,0,0
2019,10,2,SIDERURGIA,3,2.74,34.02,17,22,13,18,0,52.38,0,0
2019,1,16,ALTRI,3,11.45,34.02,6,10,2,0,22,67.65,0,0
2019,9,17,CARTARIA,2,63.92,33.81,21,26,16,25,0,52.11,0,0
2019,10,21,ALTRI,2,16.60,33.61,17,22,13,18,0,52.38,0,0
2019,1,13,SIDERURGIA,3,2.69,33.44,6,10,2,0,22,67.65,0,0
2019,7,14,SIDERURGIA,3,2.68,33.33,26,32,19,31,0,51.95,0,0
2019,5,21,ALTRI,2,16.44,33.29,14,19,10,5,2,50.68,0,0
2019,6,2,SIDERURGIA,3,2.67,33.23,24,30,18,28,0,48.15,0,0
2019,10,13,MECCANICA,3,17.33,33.19,17,22,13,18,0,52.38,0,0
2019,3,21,ALTRI,2,16.26,32.92,12,18,7,8,5,52.83,0,0
2019,2,16,CHIMICA,3,11.80,32.71,9,14,4,0,15,59.41,0,0
2019,2,2,SIDERURGIA,3,2.62,32.55,9,14,4,0,15,59.41,0,0
2019,8,17,CARTARIA,2,61.36,32.46,26,31,20,31,0,46.75,0,0
2019,1,16,CHIMICA,3,11.68,32.37,6,10,2,0,22,67.65,0,0
2019,11,2,SIDERURGIA,3,2.60,32.31,12,16,9,1,4,53.74,0,0
2019,7,10,METALLI NON FERROSI,2,44.51,31.78,26,32,19,31,0,51.95,0,0
2019,12,17,CARTARIA,2,60.04,31.76,9,13,5,0,14,48.58,0,0
2019,3,10,METALLI NON FERROSI,2,44.33,31.66,12,18,7,8,5,52.83,0,0
2019,7,13,ALTRI,3,10.60,31.49,26,32,19,31,0,51.95,0,0
2019,6,21,ALTRI,2,15.51,31.39,24,30,18,28,0,48.15,0,0
2019,4,21,ALTRI,2,15.47,31.33,15,20,10,12,1,52.24,0,0
2019,12,13,MECCANICA,3,16.24,31.11,9,13,5,0,14,48.58,0,0
2019,12,10,ALTRI,2,15.34,31.05,9,13,5,0,14,48.58,0,0
2019,9,2,SIDERURGIA,3,2.49,30.97,21,26,16,25,0,52.11,0,0
2019,9,21,ALTRI,2,15.17,30.71,21,26,16,25,0,52.11,0,0
2019,3,16,ALTRI,2,15.11,30.60,12,18,7,8,5,52.83,0,0
2019,1,21,ALTRI,2,15.06,30.49,6,10,2,0,22,67.65,0,0
2019,10,10,METALLI NON FERROSI,2,42.64,30.45,17,22,13,18,0,52.38,0,0
2019,8,6,MECCANICA,3,15.88,30.42,26,31,20,31,0,46.75,0,0
2019,10,13,ALTRI,3,10.17,30.22,17,22,13,18,0,52.38,0,0
2019,6,5,MEZZI DI TRASPORTO,3,31.71,30.18,24,30,18,28,0,48.15,0,0
2019,11,21,ALTRI,2,14.86,30.08,12,16,9,1,4,53.74,0,0
2019,7,16,ALTRI,2,14.86,30.08,26,32,19,31,0,51.95,0,0
2019,8,7,ALTRI,3,10.09,29.97,26,31,20,31,0,46.75,0,0
2019,5,10,METALLI NON FERROSI,2,41.70,29.78,14,19,10,5,2,50.68,0,0
2019,6,10,METALLI NON FERROSI,2,41.39,29.56,24,30,18,28,0,48.15,0,0
2019,2,10,METALLI NON FERROSI,2,41.30,29.50,9,14,4,0,15,59.41,0,0
2019,11,10,METALLI NON FERROSI,2,41.28,29.48,12,16,9,1,4,53.74,0,0
2019,4,13,ALTRI,3,9.86,29.31,15,20,10,12,1,52.24,0,0
2019,9,13,ALTRI,3,9.85,29.27,21,26,16,25,0,52.11,0,0
2019,9,5,MEZZI DI TRASPORTO,3,30.64,29.16,21,26,16,25,0,52.11,0,0
2019,10,16,ALTRI,2,14.37,29.09,17,22,13,18,0,52.38,0,0
2019,5,2,SIDERURGIA,3,2.33,28.98,14,19,10,5,2,50.68,0,0
2019,8,21,ALTRI,2,14.30,28.96,26,31,20,31,0,46.75,0,0
2019,6,13,ALTRI,3,9.72,28.88,24,30,18,28,0,48.15,0,0
2019,2,21,ALTRI,2,14.23,28.80,9,14,4,0,15,59.41,0,0
2019,12,6,ALTRI,2,14.20,28.75,9,13,5,0,14,48.58,0,0
2019,7,21,CHIMICA,3,10.36,28.72,26,32,19,31,0,51.95,0,0
2019,1,16,ALTRI,2,14.18,28.70,6,10,2,0,22,67.65,0,0
2019,9,10,METALLI NON FERROSI,2,40.01,28.57,21,26,16,25,0,52.11,0,0
2019,4,2,SIDERURGIA,3,2.29,28.52,15,20,10,12,1,52.24,0,0
2019,3,20,SIDERURGIA,3,2.28,28.40,12,18,7,8,5,52.83,0,0
2019,8,16,MECCANICA,3,14.74,28.23,26,31,20,31,0,46.75,0,0
2019,1,2,SIDERURGIA,3,2.26,28.08,6,10,2,0,22,67.65,0,0
2019,11,13,ALTRI,3,9.41,27.95,12,16,9,1,4,53.74,0,0
2019,7,16,MECCANICA,3,14.58,27.93,26,32,19,31,0,51.95,0,0
2019,5,13,SIDERURGIA,3,2.23,27.71,14,19,10,5,2,50.68,0,0
2019,5,10,CEMENTO CALCE E GESSO,3,19.00,27.70,14,19,10,5,2,50.68,0,0
2019,7,13,SIDERURGIA,3,2.22,27.56,26,32,19,31,0,51.95,0,0
2019,5,5,MEZZI DI TRASPORTO,3,28.69,27.31,14,19,10,5,2,50.68,0,0
2019,9,16,ALTRI,2,13.46,27.26,21,26,16,25,0,52.11,0,0
2019,1,13,ALTRI,3,9.17,27.24,6,10,2,0,22,67.65,0,0
2019,11,16,ALTRI,2,13.40,27.14,12,16,9,1,4,53.74,0,0
2019,12,16,ALTRI,2,13.38,27.08,9,13,5,0,14,48.58,0,0
2019,12,6,MECCANICA,3,14.00,26.82,9,13,5,0,14,48.58,0,0
2019,8,16,ALTRI,2,13.24,26.80,26,31,20,31,0,46.75,0,0
2019,1,5,MEZZI DI TRASPORTO,3,28.06,26.71,6,10,2,0,22,67.65,0,0
2019,12,21,ALTRI,2,13.18,26.68,9,13,5,0,14,48.58,0,0
2019,9,6,ALTRI,3,8.95,26.60,21,26,16,25,0,52.11,0,0
2019,1,21,CHIMICA,3,9.58,26.57,6,10,2,0,22,67.65,0,0
2019,4,16,ALTRI,2,13.09,26.51,15,20,10,12,1,52.24,0,0
2019,7,10,CEMENTO CALCE E GESSO,3,18.03,26.29,26,32,19,31,0,51.95,0,0
2019,1,10,METALLI NON FERROSI,2,36.71,26.21,6,10,2,0,22,67.65,0,0
2019,3,5,MEZZI DI TRASPORTO,3,27.54,26.21,12,18,7,8,5,52.83,0,0
2019,8,14,ALTRI,3,8.78,26.10,26,31,20,31,0,46.75,0,0
2019,4,10,METALLI NON FERROSI,2,36.51,26.07,15,20,10,12,1,52.24,0,0
2019,3,21,CHIMICA,3,9.37,25.98,12,18,7,8,5,52.83,0,0
2019,6,6,ALTRI,3,8.74,25.96,24,30,18,28,0,48.15,0,0
2019,6,16,MECCANICA,3,13.55,25.95,24,30,18,28,0,48.15,0,0
2019,1,20,SIDERURGIA,3,2.08,25.90,6,10,2,0,22,67.65,0,0
2019,2,16,ALTRI,2,12.73,25.78,9,14,4,0,15,59.41,0,0
2019,10,5,MEZZI DI TRASPORTO,3,27.06,25.76,17,22,13,18,0,52.38,0,0
2019,2,13,ALTRI,3,8.67,25.75,9,14,4,0,15,59.41,0,0
2019,3,10,CEMENTO CALCE E GESSO,3,17.59,25.65,12,18,7,8,5,52.83,0,0
2019,9,16,MECCANICA,3,13.38,25.62,21,26,16,25,0,52.11,0,0
2019,10,16,MECCANICA,3,13.38,25.62,17,22,13,18,0,52.38,0,0
2019,6,13,SIDERURGIA,3,2.06,25.56,24,30,18,28,0,48.15,0,0
2019,5,16,ALTRI,2,12.61,25.53,14,19,10,5,2,50.68,0,0
2019,6,16,ALTRI,2,12.52,25.35,24,30,18,28,0,48.15,0,0
2019,2,5,MEZZI DI TRASPORTO,3,26.47,25.19,9,14,4,0,15,59.41,0,0
2019,12,2,SIDERURGIA,3,2.02,25.10,9,13,5,0,14,48.58,0,0
2019,7,14,ALTRI,3,8.39,24.94,26,32,19,31,0,51.95,0,0
2019,11,5,MEZZI DI TRASPORTO,3,26.18,24.92,12,16,9,1,4,53.74,0,0
2019,6,10,CEMENTO CALCE E GESSO,3,17.09,24.92,24,30,18,28,0,48.15,0,0
2019,10,10,CEMENTO CALCE E GESSO,3,17.09,24.92,17,22,13,18,0,52.38,0,0
2019,4,10,CEMENTO CALCE E GESSO,3,17.04,24.85,15,20,10,12,1,52.24,0,0
2019,2,13,SIDERURGIA,3,2.00,24.84,9,14,4,0,15,59.41,0,0
2019,7,6,ALTRI,3,8.36,24.83,26,32,19,31,0,51.95,0,0
2019,7,14,MEZZI DI TRASPORTO,3,25.99,24.74,26,32,19,31,0,51.95,0,0
2019,5,20,SIDERURGIA,3,1.99,24.69,14,19,10,5,2,50.68,0,0
2019,8,13,ALTRI,3,8.28,24.60,26,31,20,31,0,46.75,0,0
2019,5,21,CHIMICA,3,8.87,24.58,14,19,10,5,2,50.68,0,0
2019,5,16,CHIMICA,3,8.84,24.50,14,19,10,5,2,50.68,0,0
2019,5,16,MECCANICA,3,12.78,24.48,14,19,10,5,2,50.68,0,0
2019,3,16,CHIMICA,3,8.78,24.33,12,18,7,8,5,52.83,0,0
2019,1,14,ALTRI,3,8.17,24.28,6,10,2,0,22,67.65,0,0
2019,4,5,MEZZI DI TRASPORTO,3,25.43,24.20,15,20,10,12,1,52.24,0,0
2019,10,6,ALTRI,3,8.13,24.15,17,22,13,18,0,52.38,0,0
2019,6,20,SIDERURGIA,3,1.93,24.04,24,30,18,28,0,48.15,0,0
2019,2,20,SIDERURGIA,3,1.93,24.02,9,14,4,0,15,59.41,0,0
2019,5,16,SIDERURGIA,3,1.93,23.96,14,19,10,5,2,50.68,0,0
2019,10,16,SIDERURGIA,3,1.92,23.88,17,22,13,18,0,52.38,0,0
2019,4,20,SIDERURGIA,3,1.91,23.80,15,20,10,12,1,52.24,0,0
2019,3,13,SIDERURGIA,3,1.90,23.66,12,18,7,8,5,52.83,0,0
2019,3,16,MECCANICA,3,12.34,23.63,12,18,7,8,5,52.83,0,0
2019,10,13,SIDERURGIA,3,1.90,23.60,17,22,13,18,0,52.38,0,0
2019,11,10,CEMENTO CALCE E GESSO,3,16.16,23.57,12,16,9,1,4,53.74,0,0
2019,11,16,SIDERURGIA,3,1.90,23.56,12,16,9,1,4,53.74,0,0
2019,9,13,SIDERURGIA,3,1.89,23.55,21,26,16,25,0,52.11,0,0
2019,2,10,CEMENTO CALCE E GESSO,3,16.13,23.52,9,14,4,0,15,59.41,0,0
2019,11,16,MECCANICA,3,12.20,23.36,12,16,9,1,4,53.74,0,0
2019,12,16,MECCANICA,3,12.19,23.34,9,13,5,0,14,48.58,0,0
2019,6,16,SIDERURGIA,3,1.87,23.31,24,30,18,28,0,48.15,0,0
2019,8,6,ALTRI,2,11.49,23.26,26,31,20,31,0,46.75,0,0
2019,4,16,MECCANICA,3,12.04,23.06,15,20,10,12,1,52.24,0,0
2019,9,14,ALTRI,3,7.73,22.98,21,26,16,25,0,52.11,0,0
2019,1,16,MECCANICA,3,12.00,22.98,6,10,2,0,22,67.65,0,0
2019,5,6,ALTRI,3,7.69,22.86,14,19,10,5,2,50.68,0,0
2019,8,10,ALTRI,2,11.29,22.85,26,31,20,31,0,46.75,0,0
2019,3,6,ALTRI,3,7.63,22.68,12,18,7,8,5,52.83,0,0
